Date,Action,Utilization,Risk Score,Sentiment Score
2024-04-12,SELL,6.83,0.847440779209137,0.75569087266922
2024-01-24,SELL,7.65,0.8424168229103088,0.565018355846405
2024-09-04,SELL,2.61,0.8495732545852661,0.5824687480926514
2024-09-08,SELL,9.82,0.814987063407898,0.8567883372306824
2024-11-04,SELL,6.91,0.9779455661773682,0.8395679593086243
2024-07-07,SELL,9.31,0.7401822805404663,0.8567883372306824
2024-08-10,SELL,1.62,0.774496853351593,0.7376754879951477
2024-05-21,SELL,9.4,0.5272549390792847,0.8395679593086243
2024-07-07,BUY,0.34,,
2024-03-13,SELL,1.52,0.7943612337112427,0.8567883372306824
2024-02-13,SELL,5.58,0.8665985465049744,0.5000081062316895
2024-07-03,SELL,4.96,0.7747434973716736,0.7376754879951477
2024-05-26,SELL,2.05,0.7954306602478027,0.565018355846405
2025-01-19,SELL,8.45,0.8796207308769226,0.7901261448860168
2024-04-21,SELL,4.2,0.8203938007354736,0.5824687480926514
2024-02-11,SELL,6.06,0.8668573498725891,0.5824687480926514
2024-12-14,SELL,1.63,0.5200021862983704,0.5000081062316895
2024-09-05,SELL,9.5,0.7723441123962402,0.8567883372306824
2024-04-30,SELL,9.43,0.8649318218231201,0.5824687480926514
2024-02-21,SELL,2.73,0.7764679789543152,0.5824687480926514
2024-07-20,SELL,2.83,0.5668324828147888,0.5472204089164734
2024-11-15,SELL,6.28,0.6214278340339661,0.5472204089164734
2024-01-25,SELL,7.21,0.6170060634613037,0.8395679593086243
2024-06-03,SELL,5.82,0.8421623110771179,0.7376754879951477
2024-03-10,SELL,7.34,0.8206535577774048,0.5000081062316895
2024-08-08,SELL,7.28,0.8427174091339111,0.75569087266922
2024-07-12,SELL,4.23,0.7309098839759827,0.5000081062316895
2024-09-29,SELL,3.62,0.8240839838981628,0.5824687480926514
2024-09-06,SELL,1.55,0.4907159209251404,0.8395679593086243
2024-09-25,SELL,6.81,0.7787021398544312,0.565018355846405
2024-07-15,SELL,8.78,0.9705008864402772,0.8395679593086243
2024-05-12,SELL,4.88,0.5598094463348389,0.75569087266922
2024-02-09,SELL,4.98,0.8001143932342529,0.75569087266922
2024-07-20,SELL,2.96,0.9166972041130066,0.8424614071846008
2024-09-08,SELL,0.94,0.9237493872642516,0.8424614071846008
2024-05-22,SELL,9.8,0.9342402815818788,0.8424614071846008
2024-04-13,SELL,6.03,0.8853369951248169,0.8424614071846008
2024-06-19,SELL,1.98,0.839650571346283,0.5000081062316895
2024-11-11,SELL,5.01,0.7113049626350403,0.75569087266922
2024-09-06,SELL,1.32,0.857828676700592,0.7376754879951477
2024-05-11,BUY,0.25,,
2024-07-01,SELL,4.58,0.6366936564445496,0.75569087266922
2024-10-23,SELL,3.22,0.533238410949707,0.8424614071846008
2024-07-02,BUY,0.27,,
2024-09-10,SELL,8.41,0.8546966910362244,0.7376754879951477
2024-05-11,SELL,7.13,0.8367534279823303,0.8567883372306824
2025-01-02,SELL,7.49,0.7463558912277222,0.5824687480926514
2024-12-24,SELL,9.98,0.7545779347419739,0.5824687480926514
2024-08-20,SELL,7.62,0.5331092476844788,0.5472204089164734
2024-02-19,SELL,7.38,0.763990581035614,0.5824687480926514
2024-11-15,SELL,4.8,0.6187763214111328,0.5472204089164734
2024-01-20,SELL,9.0,0.5337985754013062,0.5472204089164734
2024-03-20,SELL,4.68,0.7375806570053101,0.8424614071846008
2024-11-06,SELL,4.56,0.977483868598938,0.8424614071846008
2024-05-25,SELL,3.33,0.7708945274353027,0.5000081062316895
2024-08-17,SELL,3.86,0.7956699728965759,0.7901261448860168
2024-04-18,SELL,9.13,0.9286456108093262,0.8395679593086243
2024-09-06,SELL,2.08,0.5086042881011963,0.75569087266922
2024-01-26,SELL,5.76,0.8454557061195374,0.7901261448860168
2024-02-23,SELL,4.14,0.9560595750808716,0.8395679593086243
2024-02-02,SELL,6.9,0.6724452376365662,0.5472204089164734
2024-04-17,SELL,2.26,0.5181568264961243,0.8395679593086243
2024-02-28,SELL,5.52,0.8668861985206604,0.8424614071846008
2024-09-19,SELL,8.26,0.7772171497344971,0.565018355846405
2024-12-26,SELL,3.27,0.8191361427307129,0.8395679593086243
2024-10-21,SELL,2.47,0.8471595048904419,0.5000081062316895
2024-02-06,SELL,4.51,0.8120083212852478,0.5000081062316895
2024-12-12,SELL,2.29,0.8943596482276917,0.5000081062316895
2024-01-31,SELL,5.18,0.7533036470413208,0.5472204089164734
2024-05-03,SELL,6.16,0.8052132725715637,0.5824687480926514
2024-09-12,SELL,8.9,0.8008031249046326,0.565018355846405
2024-08-09,SELL,8.66,0.8713124990463257,0.5000081062316895
2024-12-24,SELL,8.96,0.8386985063552856,0.7376754879951477
2024-12-03,SELL,9.41,0.7857342958450317,0.5824687480926514
2024-06-29,BUY,0.4,,
2024-09-02,SELL,2.31,0.7957494854927063,0.8395679593086243
2024-07-03,SELL,9.48,0.8291003108024597,0.7376754879951477
2024-07-31,SELL,4.72,0.6470411419868469,0.75569087266922
2024-01-26,SELL,8.62,0.9546389579772948,0.8395679593086243
2024-12-23,SELL,1.59,0.7259727716445923,0.565018355846405
2024-08-06,SELL,7.74,0.8237476944923401,0.8567883372306824
2024-04-26,SELL,7.49,0.8266316652297974,0.565018355846405
2024-08-16,SELL,4.71,0.7952704429626465,0.5000081062316895
2024-12-05,SELL,3.49,0.7819193005561829,0.5824687480926514
2024-06-04,SELL,2.42,0.76084965467453,0.7376754879951477
2024-03-03,SELL,5.57,0.7871333956718445,0.5000081062316895
2024-11-18,SELL,9.05,0.9198424220085144,0.8395679593086243
2024-07-16,SELL,6.34,0.7248240113258362,0.7901261448860168
2024-03-08,SELL,1.17,0.5931795239448547,0.8395679593086243
2025-01-05,SELL,7.41,0.540504515171051,0.8395679593086243
2024-09-26,SELL,7.94,0.9196239113807678,0.565018355846405
2024-10-17,SELL,6.5,0.7575768828392029,0.5472204089164734
2025-01-19,SELL,8.69,0.8794418573379517,0.5824687480926514
2025-01-09,SELL,9.55,0.5051307678222656,0.8395679593086243
2024-10-24,SELL,3.21,0.7352653741836548,0.8567883372306824
2024-11-22,SELL,7.12,0.7972666025161743,0.5824687480926514
2024-09-04,SELL,4.44,0.7720119953155518,0.565018355846405
2025-01-16,SELL,1.77,0.7355722188949585,0.565018355846405
2024-09-03,SELL,4.61,0.7213422060012817,0.5472204089164734
2024-08-20,SELL,7.81,0.8412905931472778,0.7376754879951477
2024-05-02,SELL,3.38,0.8251742720603943,0.8567883372306824
2024-04-24,SELL,0.96,0.6664784550666809,0.8424614071846008
2024-06-11,SELL,3.63,0.5125146508216858,0.8395679593086243
2024-12-30,SELL,7.66,0.8527932167053223,0.7901261448860168
2024-03-11,SELL,7.24,0.8513839840888977,0.5000081062316895
2024-11-04,SELL,7.6,0.6856468915939331,0.565018355846405
2024-06-12,SELL,2.31,0.6557279229164124,0.8395679593086243
2024-01-28,SELL,6.61,0.7654734253883362,0.5000081062316895
2024-10-10,SELL,8.43,0.8345022797584534,0.5824687480926514
2024-07-13,SELL,4.23,0.7875598073005676,0.7901261448860168
2024-04-03,SELL,6.26,0.847466766834259,0.7901261448860168
2024-07-19,SELL,6.93,0.9570507407188416,0.75569087266922
2024-03-05,SELL,6.32,0.6285837888717651,0.75569087266922
2024-10-04,SELL,5.63,0.783803403377533,0.5000081062316895
2024-01-28,SELL,4.9,0.8351492881774902,0.7376754879951477
2024-12-14,SELL,9.82,0.793047308921814,0.5000081062316895
2024-04-12,SELL,8.88,0.7926806807518005,0.7376754879951477
2024-02-10,SELL,9.45,0.5409860014915466,0.8395679593086243
2024-03-10,SELL,7.12,0.8315754532814026,0.565018355846405
2024-11-24,SELL,9.85,0.8452310562133789,0.7901261448860168
2024-01-26,SELL,8.25,0.7988227009773254,0.7901261448860168
2024-02-03,SELL,9.54,0.8106704354286194,0.8395679593086243
2025-01-11,SELL,9.53,0.8218153119087219,0.565018355846405
2024-11-26,SELL,7.22,0.8025895357131958,0.7376754879951477
2024-01-20,SELL,4.66,0.7735788226127625,0.8424614071846008
2024-03-22,SELL,9.3,0.872285008430481,0.7376754879951477
2024-02-25,SELL,3.46,0.6132183074951172,0.5472204089164734
2024-06-12,SELL,3.16,0.8377102017402649,0.7901261448860168
2024-06-30,SELL,6.14,0.7149927020072937,0.8424614071846008
2024-08-31,SELL,1.21,0.7936379313468933,0.8567883372306824
2024-06-13,SELL,9.53,0.5710820555686951,0.8395679593086243
2024-12-11,SELL,3.44,0.5635406374931335,0.565018355846405
2024-11-06,SELL,5.04,0.501283586025238,0.5472204089164734
2024-04-28,SELL,8.31,0.8083081245422363,0.5824687480926514
2024-02-07,SELL,1.56,0.8412638902664185,0.7376754879951477
2024-04-16,SELL,3.75,0.7937086224555969,0.565018355846405
2024-04-27,SELL,8.15,0.7181490063667297,0.7901261448860168
2024-04-01,SELL,5.66,0.7349358201026917,0.8424614071846008
2024-12-10,SELL,4.38,0.8291285037994385,0.5000081062316895
2024-02-10,BUY,0.29,,
2024-05-23,SELL,9.83,0.5972262620925903,0.5472204089164734
2024-08-13,SELL,5.01,0.9797396063804626,0.8424614071846008
2024-04-16,BUY,0.19,,
2024-02-26,SELL,5.54,0.9281249046325684,0.8424614071846008
2024-06-09,SELL,2.99,0.5225022435188293,0.8395679593086243
2024-05-20,SELL,3.52,0.7400580644607544,0.75569087266922
2024-08-15,SELL,5.73,0.7852699160575867,0.7376754879951477
2024-09-01,SELL,4.36,0.8332059383392334,0.8567883372306824
2024-01-29,SELL,4.66,0.772819995880127,0.5824687480926514
2024-02-22,SELL,8.52,0.7425523996353149,0.8424614071846008
2024-11-19,SELL,8.59,0.84426349401474,0.8567883372306824
2024-07-04,SELL,1.62,0.5088470578193665,0.8424614071846008
2024-07-07,SELL,2.57,0.7185266017913818,0.8567883372306824
2024-10-22,BUY,0.33,,
2024-05-17,SELL,4.31,0.8803752660751343,0.8424614071846008
2024-08-10,SELL,7.67,0.8279740214347839,0.5824687480926514
2024-07-03,SELL,5.57,0.89656662940979,0.5000081062316895
2024-04-15,SELL,6.9,0.7814540863037109,0.5824687480926514
2024-12-28,SELL,1.47,0.7630313634872437,0.5824687480926514
2024-11-23,SELL,8.77,0.8648478984832764,0.8567883372306824
2024-01-29,BUY,0.17,,
2024-02-13,SELL,7.77,0.7804356217384338,0.8567883372306824
2025-01-18,SELL,3.36,0.7185998558998108,0.8567883372306824
2024-09-05,SELL,3.65,0.7814468741416931,0.8567883372306824
2024-02-22,SELL,5.64,0.9561975002288818,0.75569087266922
2024-06-15,SELL,7.54,0.8259349465370178,0.5000081062316895
2024-11-09,SELL,6.57,0.8316619396209717,0.5000081062316895
2024-08-11,SELL,3.48,0.6421404480934143,0.8424614071846008
2024-02-18,SELL,5.28,0.8408383131027222,0.8567883372306824
2024-03-06,SELL,7.0,0.7862057685852051,0.8567883372306824
2024-11-20,BUY,0.34,,
2024-09-17,SELL,9.04,0.8949794173240662,0.565018355846405
2024-04-06,SELL,6.55,0.6430324912071228,0.565018355846405
2024-05-07,SELL,5.81,0.8654647469520569,0.5000081062316895
2024-08-19,SELL,9.27,0.8378194570541382,0.8395679593086243
2024-02-29,SELL,4.34,0.96259605884552,0.75569087266922
2024-07-27,SELL,6.31,0.6779616475105286,0.7901261448860168
2025-01-05,SELL,9.21,0.5058301091194153,0.8395679593086243
2024-09-03,SELL,4.11,0.8445609211921692,0.75569087266922
2024-04-22,SELL,5.18,0.5274177193641663,0.5472204089164734
2024-09-12,SELL,7.96,0.7739265561103821,0.7901261448860168
2024-09-30,SELL,6.49,0.8157527446746826,0.5000081062316895
2024-08-21,SELL,5.75,0.8147525191307068,0.7376754879951477
2024-09-12,SELL,2.84,0.8684465289115906,0.7376754879951477
2024-10-12,SELL,4.43,0.65582674741745,0.7901261448860168
2024-08-27,SELL,2.63,0.9822039604187012,0.75569087266922
2024-07-10,SELL,6.43,0.8694525957107544,0.5000081062316895
2024-06-16,SELL,1.58,0.7807140946388245,0.8567883372306824
2024-11-26,SELL,7.81,0.5029964447021484,0.5472204089164734
2024-05-13,SELL,5.91,0.7991994023323059,0.7901261448860168
2024-12-09,SELL,4.53,0.8002839088439941,0.8395679593086243
2024-05-24,SELL,3.69,0.828515350818634,0.7376754879951477
2024-08-25,SELL,4.53,0.8769901394844055,0.565018355846405
2024-09-26,SELL,2.46,0.791644811630249,0.8567883372306824
2024-01-31,SELL,7.99,0.8174710869789124,0.8395679593086243
2024-03-09,SELL,1.27,0.7995049953460693,0.7376754879951477
2024-07-08,SELL,2.55,0.4825021028518677,0.8567883372306824
2024-07-27,SELL,5.71,0.6912086009979248,0.75569087266922
2025-01-02,SELL,1.76,0.965850293636322,0.8395679593086243
2024-04-12,SELL,8.1,0.6861448884010315,0.8567883372306824
2024-02-23,SELL,8.32,0.7479106783866882,0.5824687480926514
2024-02-20,SELL,5.54,0.7659661173820496,0.8395679593086243
2024-07-21,SELL,4.42,0.7430464625358582,0.8567883372306824
2024-08-09,SELL,9.72,0.6877210140228271,0.8424614071846008
2024-02-13,SELL,8.08,0.9080431461334229,0.8424614071846008
2024-08-07,SELL,2.86,0.5951171517372131,0.8395679593086243
2024-02-19,SELL,2.16,0.7093125581741333,0.5824687480926514
2024-04-26,SELL,2.62,0.8886347413063049,0.8567883372306824
2025-01-08,SELL,8.69,0.8553879857063293,0.75569087266922
2025-01-17,SELL,8.58,0.8993407487869263,0.8424614071846008
2024-06-19,SELL,5.66,0.841984748840332,0.75569087266922
2024-11-29,SELL,5.29,0.7889837622642517,0.565018355846405
2024-04-03,SELL,9.25,0.9982277750968932,0.8424614071846008
2024-04-09,SELL,7.79,0.7223156094551086,0.5472204089164734
2024-03-17,SELL,3.0,0.7572241425514221,0.7901261448860168
2024-08-03,SELL,2.82,0.6651045083999634,0.75569087266922
2024-12-06,BUY,0.16,,
2024-06-17,SELL,2.32,0.7327808737754822,0.7376754879951477
2024-05-11,SELL,2.7,0.7483517527580261,0.565018355846405
2024-05-14,SELL,7.75,0.7965276837348938,0.565018355846405
2024-03-09,SELL,7.78,0.8008673191070557,0.8567883372306824
2025-01-15,SELL,3.75,0.7638428211212158,0.75569087266922
2024-03-23,SELL,7.64,0.914600133895874,0.565018355846405
2024-01-22,SELL,1.86,0.9317395687103271,0.8395679593086243
2024-05-20,SELL,2.54,0.6728418469429016,0.5824687480926514
2024-01-29,SELL,7.53,0.7254558205604553,0.5472204089164734
2024-03-02,SELL,7.87,0.97648948431015,0.8424614071846008
2024-04-10,SELL,4.06,0.5877933502197266,0.5472204089164734
2024-07-04,SELL,4.12,0.841820240020752,0.565018355846405
2024-06-15,SELL,3.98,0.7146323323249817,0.5824687480926514
2024-05-02,SELL,2.58,0.5193442702293396,0.5472204089164734
2024-08-25,SELL,8.84,0.8399864435195923,0.7376754879951477
2024-12-08,SELL,4.98,0.6454383730888367,0.5472204089164734
2024-08-01,SELL,3.79,0.8192834258079529,0.5824687480926514
2024-11-28,SELL,8.65,0.901161015033722,0.8567883372306824
2024-10-12,SELL,6.51,0.786393940448761,0.5472204089164734
2024-07-14,SELL,8.74,0.6271038055419922,0.5472204089164734
2024-02-17,SELL,7.34,0.6897390484809875,0.75569087266922
2024-08-16,SELL,2.6,0.6733278632164001,0.75569087266922
2025-01-04,SELL,8.99,0.687007486820221,0.8424614071846008
2024-02-16,SELL,7.27,0.5630181431770325,0.8395679593086243
2024-06-03,SELL,5.65,0.8217599987983704,0.5000081062316895
2024-07-06,SELL,4.79,0.6621256470680237,0.8424614071846008
2024-06-04,SELL,3.56,0.5633741021156311,0.5472204089164734
2025-01-05,SELL,9.51,0.5954914093017578,0.75569087266922
2024-10-09,SELL,8.06,0.7483342289924622,0.7901261448860168
2024-04-14,SELL,3.42,0.8551462888717651,0.7376754879951477
2024-07-07,SELL,7.77,0.5307918787002563,0.8395679593086243
2025-01-07,SELL,5.0,0.8275779485702515,0.5824687480926514
2024-12-15,SELL,7.91,0.7673841118812561,0.565018355846405
